Filename,Class,Parent_A_Subject,Parent_A_Group,Parent_B_Subject,Parent_B_Group,Alpha
rh_Healthy_aug_0035_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04202_hippocampus_rh_aligned,Healthy,right_Healthy_sub-39_hippocampus_rh_aligned,Healthy,0.3458
rh_Healthy_aug_0036_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04202_hippocampus_rh_aligned,Healthy,right_Healthy_sub-39_hippocampus_rh_aligned,Healthy,0.4257
rh_Healthy_aug_0037_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04202_hippocampus_rh_aligned,Healthy,right_Healthy_sub-39_hippocampus_rh_aligned,Healthy,0.5455
rh_Healthy_aug_0038_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04202_hippocampus_rh_aligned,Healthy,right_Healthy_sub-39_hippocampus_rh_aligned,Healthy,0.6783
rh_Healthy_aug_0039_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04202_hippocampus_rh_aligned,Healthy,right_Healthy_sub-39_hippocampus_rh_aligned,Healthy,0.7801
rh_Healthy_aug_0040_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04202_hippocampus_rh_aligned,Healthy,right_Healthy_sub-39_hippocampus_rh_aligned,Healthy,0.8902
rh_Healthy_aug_0041_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.0918
rh_Healthy_aug_0042_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.2072
rh_Healthy_aug_0043_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.3425
rh_Healthy_aug_0044_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.4283
rh_Healthy_aug_0045_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.5655
rh_Healthy_aug_0046_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.6735
rh_Healthy_aug_0047_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.7776
rh_Healthy_aug_0048_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4011_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4017_hippocampus_rh_aligned,Healthy,0.8968
rh_Healthy_aug_0049_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.0902
rh_Healthy_aug_0050_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.2187
rh_Healthy_aug_0051_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.3118
rh_Healthy_aug_0052_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.4231
rh_Healthy_aug_0053_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.5623
rh_Healthy_aug_0054_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.6592
rh_Healthy_aug_0055_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.7686
rh_Healthy_aug_0056_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4079_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04004_hippocampus_rh_aligned,Healthy,0.8959
rh_Healthy_aug_0057_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.0820
rh_Healthy_aug_0058_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.2298
rh_Healthy_aug_0059_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.3097
rh_Healthy_aug_0060_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.4460
rh_Healthy_aug_0061_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.5547
rh_Healthy_aug_0062_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.6783
rh_Healthy_aug_0063_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.7788
rh_Healthy_aug_0064_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-46_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4069_hippocampus_rh_aligned,Healthy,0.8862
rh_Healthy_aug_0065_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.1193
rh_Healthy_aug_0066_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.2278
rh_Healthy_aug_0067_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.3430
rh_Healthy_aug_0068_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.4329
rh_Healthy_aug_0069_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.5387
rh_Healthy_aug_0070_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.6636
rh_Healthy_aug_0071_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.7872
rh_Healthy_aug_0072_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-32159_hippocampus_rh_aligned,Healthy,right_Healthy_sub-35353_hippocampus_rh_aligned,Healthy,0.8931
rh_Healthy_aug_0073_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.1131
rh_Healthy_aug_0074_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.2051
rh_Healthy_aug_0075_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.3472
rh_Healthy_aug_0076_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.4411
rh_Healthy_aug_0077_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.5708
rh_Healthy_aug_0078_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.6592
rh_Healthy_aug_0079_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.7822
rh_Healthy_aug_0080_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4043_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4097_hippocampus_rh_aligned,Healthy,0.9080
rh_Healthy_aug_0081_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.0855
rh_Healthy_aug_0082_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.1996
rh_Healthy_aug_0083_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.3474
rh_Healthy_aug_0084_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.4514
rh_Healthy_aug_0085_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.5388
rh_Healthy_aug_0086_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.6674
rh_Healthy_aug_0087_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.7831
rh_Healthy_aug_0088_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-372_hippocampus_rh_aligned,Healthy,right_Healthy_sub-351_hippocampus_rh_aligned,Healthy,0.9098
rh_Healthy_aug_0089_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.0900
rh_Healthy_aug_0090_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.2017
rh_Healthy_aug_0091_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.3118
rh_Healthy_aug_0092_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.4400
rh_Healthy_aug_0093_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.5647
rh_Healthy_aug_0094_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.6538
rh_Healthy_aug_0095_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.8023
rh_Healthy_aug_0096_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-162_hippocampus_rh_aligned,Healthy,right_Healthy_sub-174_hippocampus_rh_aligned,Healthy,0.8977
rh_Healthy_aug_0097_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.0896
rh_Healthy_aug_0098_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.1980
rh_Healthy_aug_0099_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.3159
rh_Healthy_aug_0100_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.4602
rh_Healthy_aug_0101_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.5627
rh_Healthy_aug_0102_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.6721
rh_Healthy_aug_0103_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.7920
rh_Healthy_aug_0104_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04169_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04201_hippocampus_rh_aligned,Healthy,0.8974
rh_Healthy_aug_0105_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.1092
rh_Healthy_aug_0106_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.1962
rh_Healthy_aug_0107_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.3312
rh_Healthy_aug_0108_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.4292
rh_Healthy_aug_0109_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.5419
rh_Healthy_aug_0110_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.6651
rh_Healthy_aug_0111_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.7694
rh_Healthy_aug_0112_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-29073_hippocampus_rh_aligned,Healthy,right_Healthy_sub-310_hippocampus_rh_aligned,Healthy,0.8838
rh_Healthy_aug_0113_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.0925
rh_Healthy_aug_0114_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.2335
rh_Healthy_aug_0115_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.3156
rh_Healthy_aug_0116_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.4235
rh_Healthy_aug_0117_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.5677
rh_Healthy_aug_0118_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.6837
rh_Healthy_aug_0119_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.7796
rh_Healthy_aug_0120_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-92_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04001_hippocampus_rh_aligned,Healthy,0.8986
rh_Healthy_aug_0121_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.1060
rh_Healthy_aug_0122_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.1962
rh_Healthy_aug_0123_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.3465
rh_Healthy_aug_0124_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.4583
rh_Healthy_aug_0125_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.5476
rh_Healthy_aug_0126_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.6520
rh_Healthy_aug_0127_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.8031
rh_Healthy_aug_0128_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-4081_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4075_hippocampus_rh_aligned,Healthy,0.9000
rh_Healthy_aug_0129_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.1016
rh_Healthy_aug_0130_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.2216
rh_Healthy_aug_0131_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.3332
rh_Healthy_aug_0132_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.4606
rh_Healthy_aug_0133_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.5749
rh_Healthy_aug_0134_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.6861
rh_Healthy_aug_0135_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.7912
rh_Healthy_aug_0136_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-04211_hippocampus_rh_aligned,Healthy,right_Healthy_sub-4029_hippocampus_rh_aligned,Healthy,0.9120
rh_Healthy_aug_0137_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-421_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04215_hippocampus_rh_aligned,Healthy,0.1071
rh_Healthy_aug_0138_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-421_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04215_hippocampus_rh_aligned,Healthy,0.2172
rh_Healthy_aug_0139_SPHARM_ellalign.coef,Healthy,right_Healthy_sub-421_hippocampus_rh_aligned,Healthy,right_Healthy_sub-04215_hippocampus_rh_aligned,Healthy,0.3137
